1.000000000000000021e-03	2.789825518925984849e+00	1.748596668243408203e+00	1.734810352325439453e+00
1.000000000000000021e-03	1.626209020614624023e+00	1.118503510951995850e+00	1.108350038528442383e+00
1.000000000000000021e-03	1.154561559359232659e+00	1.015037477016448975e+00	1.007303905487060502e+00
1.000000000000000021e-03	9.861920277277628211e-01	1.059967160224914551e+00	1.051190924644470170e+00
1.000000000000000021e-03	9.877009789148966101e-01	1.014952778816223145e+00	1.007219243049621626e+00
1.000000000000000021e-03	9.560447533925374719e-01	1.008807063102722168e+00	1.001395153999328658e+00
1.000000000000000021e-03	9.727070530255635950e-01	1.066311061382293701e+00	1.057368421554565341e+00
1.000000000000000021e-03	9.830082853635152551e-01	1.058303058147430420e+00	1.050482678413391158e+00
1.000000000000000021e-03	9.593417445818582800e-01	9.998206496238708496e-01	9.923967838287353072e-01
1.000000000000000021e-03	9.645905296007791785e-01	1.028406679630279541e+00	1.020302855968475253e+00
1.000000000000000021e-03	9.610116481781005859e-01	1.039451003074645996e+00	1.031753706932067916e+00
1.000000000000000021e-03	9.619019031524658203e-01	1.019617199897766113e+00	1.011667394638061435e+00
1.000000000000000021e-03	9.738080104192098352e-01	9.936940073966979980e-01	9.863134741783141646e-01
1.000000000000000021e-03	9.331855773925781250e-01	1.029855608940124512e+00	1.022151184082031206e+00
1.000000000000000021e-03	9.652751286824544641e-01	1.042371392250061035e+00	1.033740341663360596e+00
1.000000000000000021e-03	9.569618105888366699e-01	1.083854496479034424e+00	1.075591945648193271e+00
1.000000000000000021e-03	9.667678475379943848e-01	1.061960637569427490e+00	1.052639889717102095e+00
1.000000000000000021e-03	1.008183817068735832e+00	1.029965639114379883e+00	1.021137857437133700e+00
1.000000000000000021e-03	9.557838241259256629e-01	9.447327554225921631e-01	9.373506903648376465e-01
1.000000000000000021e-03	9.071996212005615234e-01	9.348211586475372314e-01	9.269196867942810503e-01
1.000000000000000021e-03	8.506017327308654785e-01	8.676587939262390137e-01	8.598839402198791282e-01
1.000000000000000021e-03	7.795185645421346399e-01	7.746714651584625244e-01	7.676123142242431419e-01
1.000000000000000021e-03	7.003811200459798547e-01	7.226693928241729736e-01	7.159196019172668901e-01
1.000000000000000021e-03	6.367417375246683386e-01	6.538406610488891602e-01	6.561567187309265137e-01
1.000000000000000021e-03	5.516485174496968957e-01	6.059493422508239746e-01	6.100961565971374512e-01
1.000000000000000021e-03	5.460343758265177039e-01	4.691780209541320801e-01	4.706894218921661155e-01
1.000000000000000021e-03	5.784899195035299035e-01	5.738783180713653564e-01	5.702838420867919478e-01
1.000000000000000021e-03	5.502541859944661828e-01	4.290991127490997314e-01	4.327696919441222922e-01
1.000000000000000021e-03	5.595284501711527136e-01	4.154682606458663940e-01	4.157472968101501576e-01
1.000000000000000021e-03	4.560830096403757916e-01	5.956228375434875488e-01	5.918435215950011985e-01
1.000000000000000021e-03	4.972791473070780621e-01	5.675375759601593018e-01	5.669854164123535600e-01
1.000000000000000021e-03	4.771264195442199707e-01	5.367208421230316162e-01	5.330737113952637163e-01
1.000000000000000021e-03	4.606212377548217773e-01	3.732649385929107666e-01	3.686318933963775857e-01
1.000000000000000021e-03	4.288588762283325195e-01	4.565431624650955200e-01	4.534257173538208119e-01
1.000000000000000021e-03	4.364641706148783551e-01	3.308195173740386963e-01	3.287756621837615856e-01
1.000000000000000021e-03	3.470314443111419678e-01	3.424511402845382690e-01	3.370290756225585715e-01
1.000000000000000021e-03	3.349504272143046246e-01	4.144167155027389526e-01	4.067842125892638938e-01
1.000000000000000021e-03	3.541731834411621094e-01	4.025224149227142334e-01	3.993846237659454124e-01
1.000000000000000021e-03	3.546478549639384137e-01	2.752246856689453125e-01	2.708793580532073975e-01
1.000000000000000021e-03	2.796100278695424213e-01	3.005838990211486816e-01	2.973442375659942627e-01
1.000000000000000021e-03	2.753652334213256836e-01	2.893707901239395142e-01	2.846547186374664418e-01
1.000000000000000021e-03	2.564471314350764142e-01	3.441336303949356079e-01	3.399609863758087380e-01
1.000000000000000021e-03	3.364434738953908099e-01	2.452612072229385376e-01	2.409775435924529918e-01
1.000000000000000021e-03	2.406207571427027292e-01	3.265071511268615723e-01	3.220862686634063943e-01
1.000000000000000021e-03	2.712359726428985596e-01	2.175797745585441589e-01	2.135610401630401722e-01
1.000000000000000021e-03	2.131199886401494437e-01	1.933997124433517456e-01	1.898094862699508667e-01
1.000000000000000021e-03	2.244466841220855713e-01	1.823561489582061768e-01	1.788507193326950018e-01
1.000000000000000021e-03	1.943958401679992676e-01	2.197810262441635132e-01	2.162906706333160289e-01
1.000000000000000021e-03	2.124515573183695383e-01	1.909603327512741089e-01	1.877073734998702947e-01
1.000000000000000021e-03	1.924081395069758005e-01	1.955291405320167542e-01	1.920720368623733409e-01
1.000000000000000021e-03	1.991077562173207693e-01	1.706069558858871460e-01	1.673459559679031372e-01
1.000000000000000021e-03	1.739101807276407785e-01	3.079437911510467529e-01	3.033065199851989746e-01
1.000000000000000021e-03	2.419406970342000418e-01	1.821155697107315063e-01	1.788397252559661976e-01
1.000000000000000021e-03	1.777671575546264648e-01	1.342778205871582031e-01	1.311365693807601818e-01
1.000000000000000021e-03	1.358686958750089102e-01	1.470052972435951233e-01	1.437495082616805919e-01
1.000000000000000021e-03	1.643688082695007324e-01	1.249855123460292816e-01	1.223531529307365362e-01
1.000000000000000021e-03	1.361994693676630563e-01	1.605365648865699768e-01	1.577232360839843639e-01
1.000000000000000021e-03	1.647220651308695383e-01	1.894962340593338013e-01	1.862977772951125988e-01
1.000000000000000021e-03	1.513582219680150442e-01	1.337192952632904053e-01	1.303199678659439087e-01
1.000000000000000021e-03	1.560965180397033691e-01	1.252005994319915771e-01	1.221676453948020991e-01
1.000000000000000021e-03	1.331861118475596018e-01	1.450302824378013611e-01	1.421052396297454723e-01
1.000000000000000021e-03	1.406510074933370047e-01	1.669161245226860046e-01	1.646281629800796509e-01
1.000000000000000021e-03	1.505195200443267822e-01	2.504885271191596985e-01	2.473544657230377086e-01
1.000000000000000021e-03	2.604819635550181256e-01	1.915804147720336914e-01	1.883230209350585938e-01
1.000000000000000021e-03	2.362091541290283203e-01	1.174416206777095795e-01	1.145129248499870273e-01
1.000000000000000021e-03	1.914092848698298044e-01	1.741322949528694153e-01	1.707381278276443592e-01
1.000000000000000021e-03	1.766292353471120291e-01	1.810871064662933350e-01	1.788908213376999012e-01
1.000000000000000021e-03	1.374480351805686951e-01	1.298638805747032166e-01	1.270766228437423817e-01
1.000000000000000021e-03	1.297526011864344186e-01	9.373098984360694885e-02	9.125017076730727872e-02
1.000000000000000021e-03	8.985269318024317886e-02	1.151845902204513550e-01	1.134619832038879367e-01
1.000000000000000021e-03	1.233337397376696315e-01	1.034765020012855530e-01	1.012534365057945196e-01
1.000000000000000021e-03	9.262586881717045639e-02	1.495565325021743774e-01	1.475768715143203624e-01
1.000000000000000021e-03	1.078769167264302525e-01	1.047363579273223877e-01	1.019762441515922602e-01
1.000000000000000021e-03	1.255395635962486267e-01	9.996292367577552795e-02	9.820369482040405829e-02
1.000000000000000021e-03	8.764472107092539932e-02	1.262375339865684509e-01	1.242673173546791077e-01
1.000000000000000021e-03	1.171616440018018040e-01	1.352904289960861206e-01	1.326153099536895863e-01
1.000000000000000021e-03	1.138390749692916870e-01	1.366840749979019165e-01	1.344460815191269032e-01
1.000000000000000021e-03	1.120300119121869359e-01	9.789025038480758667e-02	9.631117731332779208e-02
1.000000000000000021e-03	1.386306782563527518e-01	1.020914465188980103e-01	1.007307767868041992e-01
1.000000000000000021e-03	1.684517214695612497e-01	2.043053135275840759e-01	2.018128633499145508e-01
9.000000000000000838e-04	1.806809951861699515e-01	8.029457926750183105e-02	7.728892713785170954e-02
9.000000000000000838e-04	1.733115588625272208e-01	1.969697996973991394e-01	1.943756729364395086e-01
9.000000000000000838e-04	1.458099484443664551e-01	1.180066987872123718e-01	1.165169835090637263e-01
9.000000000000000838e-04	1.427972813447316580e-01	2.040852010250091553e-01	2.018621712923049927e-01
9.000000000000000838e-04	1.655647034446398325e-01	1.040597893297672272e-01	1.014600828289985712e-01
9.000000000000000838e-04	1.964429592092832022e-01	2.139341160655021667e-01	2.108098775148391779e-01
